stt,post_id,caption,topic,reason
169,7.18E+18,Thiên ???ng ?m th?c - Ch? ? Hàn Qu?c. Hôm nay c? nhà cùng Khoai qua Hàn du l?ch và ?n u?ng th? ga nha. #khoailangthang #LearnOnTikTok #tiktoktravel #travel #dulich #nauan #hanquoc #korea #bmz,travel_tourism,#hanquoc
170,7.18E+18,?ã FA còn b?t review ? khoá tình yêu. T?c á. #khoailangthang #LearnOnTikTok #tiktoktravel #travel #dulich #bmz,entertainment_humor,?ùa vui
171,7.18E+18,Bay th?ng sang M? h?ng th??ng gia có gì ??c bi?t? #khoailangthang #LearnOnTikTok #tiktoktravel #travel #dulich #bmz,travel_tourism,#travel
172,7.21E+18,Du l?ch ?m th?c Nh?t B?n cùng Khoai Lang Thang nha - Hakodate. #khoailangthang #LearnOnTikTok #tiktoktravel #nhatban #amthuc #mientay #dulich  #travel #bmz,travel_tourism,#hakodate
173,7.16E+18,"Nh?ng món ?n ???ng ph? có cách ch? bi?n ""ph?c t?p nh?t"" Th? Gi?i, mà Khoai Lang Thang g?p ? ?n ?? #khoailangthang #LearnOnTikTok #dulich #tiktoktravel #india #travel #nauan #food #bmz",travel_tourism,#india
174,7.07E+18,"C? x??c, món rau ngon sông n??c Mi?n Tây #khoailangthang #BMZ",food_drink,món rau
175,7.16E+18,Cùng Khoai lên vùng cao n?u ?n cho m?y em nh? nha. Hà Giang mùa này l?nh r?i ?ó. #khoailangthang #LearnOnTikTok #dulich #tiktoktravel #nauan #food #hagiang #bmz,travel_tourism,#hagiang
176,7.07E+18,"Ba khía, ??c s?n sông n??c Mi?n Tây #khoailangthang #mientay #BMZ",food_drink,??c s?n
177,7.16E+18,Tóm t?t hành trình du l?ch ?m th?c ?n ?? t?p 1 #khoailangthang #LearnOnTikTok #dulich #tiktoktravel #india #travel #bmz,travel_tourism,#hanhtrinh
178,7.16E+18,"Hôm nào cùng Khoai n?u ?n nha, món gà kho g?ng ki?u Mi?n Tây s?n ch?c ??m ?à th?m ngon. #khoailangthang #LearnOnTikTok #mientay #amthuc #nauan #bmz #Master2022byTikTok",food_drink,n?u ?n
179,7.14E+18,"Du l?ch ?n ??, khám phá ?m th?c cùng Khoai nha - ??c s?n Dosa #khoailangthang #dulich #tiktoktravel #travel #nauan #learnontiktok #India #amthuc",travel_tourism,#india
180,7.16E+18,Món ?n l? làm t? tr? b?ng kh?ng l? ? ?n ?? #LearnOnTikTok #amthuc #khoailangthang  #tiktoktravel #dulich #india #bmz,travel_tourism,#india
181,7.16E+18,Du l?ch ?m th?c ?n ?? cùng Khoai Lang Thang #khoailangthang #LearnOnTikTok #dulich #tiktoktravel #amthuc #nauan #bmz #india  ,travel_tourism,#dulich
182,7.13E+18,Món ?n l? c?a Vi?t Nam ? vùng cao. #khoailangthang #LearnOnTikTok #dulich #tiktoktravel #amthuc #bmz #taybac,food_drink,#mónl?
183,7.14E+18,Món l? ? ?n ??. X?p hàng ??i ???c u?ng #khoailangthang #LearnOnTikTok #dulich #tiktoktravel #amthuc #bmz #india #nauan ,travel_tourism,#india
184,7.12E+18,?n ch?c xuyên l?c ??a P1: t?nh Lào Cai #khoailangthang #LearnOnTikTok #dulich #tiktoktravel #mientay #amthuc #bmz,travel_tourism,#laocai
185,7.12E+18,Ch? phiên vùng cao. Du l?ch ?m th?c vùng cao cùng Khoai ph?n 1 #khoailangthang #LearnOnTikTok #dulich #tiktoktravel #amthuc #bmz,travel_tourism,#dulich
186,7.11E+18,Khoai hái b? ? Tây Nguyên. #khoailangthang #dulich #tiktoktravel #amthuc #learnontiktok,travel_tourism,#taynguyen
187,7.10E+18,Khoai Lang Thang ? m?t v? tr? khác #khoailangthang,entertainment_humor,hài
188,7.12E+18,Hái v?i lúc gi?a ?êm ? B?c Giang #khoailangthang #LearnOnTikTok #dulich #tiktoktravel #amthuc #bmz #bacgiang,travel_tourism,#bacgiang
189,7.10E+18,V??n s?u riêng ? Mi?n Tây #khoailangthang #dulich #tiktoktravel #travel #mientay,travel_tourism,#mientay
190,7.11E+18,R?t vui ???c bi?t em. #khoailangthang,lifestyle_daily,c?m xúc
191,7.10E+18,?ây là m?t món ?n ngon. Du l?ch Thái Lan cùng Khoai #khoailangthang #dulich #tiktoktravel #travel #bmz,travel_tourism,#thailan
192,7.07E+18,"Tr? l?i @khoailangthang  14 ngày du l?ch ?ài Loan cùng Khoai Lang Thang, ngày th? 02-1 #khoailangthang #dulich #bmz",travel_tourism,#dailoan
193,7.07E+18,Vì mình quá thích c?u r?i #khoailangthang #bmz,lifestyle_daily,tình c?m
194,7.10E+18,"Lúc nào c?ng c??i, có lúc không c??i. #khoailangthang",lifestyle_daily,tâm tr?ng
195,6.96E+18,Khoai Lang Thang bi?n hình. #khoailangthang #muoitamdoimuoi #daulongqua,entertainment_humor,vui nh?n
196,6.95E+18,"?n th? trái d?i chua té re, m?c thành r?ng ? Mi?n Tây. #Dulich #tiktoktravel #KhoaiLangThang",food_drink,?n th?
197,7.06E+18,H?t tóc d??i quê h?i h?p mu?n x?u. #khoailangthang,lifestyle_daily,sinh ho?t
198,7.07E+18,Vì sao Khoai Lang Thang v?n ch?a có ng??i yêu? #khoailangthang,lifestyle_daily,tâm s?
199,7.06E+18,Kêu cái gi?t mình luôn á. #khoailangthang #BMZ,entertainment_humor,ph?n x?
200,7.06E+18,Ngày cu?i n?m c?a Khoai #khoailangthang #BMZ,lifestyle_daily,??i s?ng
201,7.06E+18,M??p r?ng ? Mi?n Tây #khoailangthang #BMZ,food_drink,m??p r?ng
202,7.16E+18,Hôm nay mình v? Mi?n Tây n?u ?n hén #khoailangthang #mientay #LearnOnTikTok #amthuc #nauan #bmz,food_drink,n?u ?n
203,7.09E+18,Chuy?n du l?ch Thái Lan bão táp. Khoai ?ã tìm th?y ???c v? ??p cùng s? t?p trung cao ?? ?n sau c?n m?a ?y!#dulich #travel #coolair #khoailangthang#bmz,travel_tourism,du l?ch thái lan
204,7.10E+18,Du l?ch ?m th?c Thái Lan. #khoailangthang #dulich #tiktoktravel #travel #amthuc,travel_tourism,du l?ch thái lan
205,6.95E+18,?ây là loài cá bi?t ?i b? và bay nh?y. #khoailangthang #dulich #tiktoktravel #travel,travel_tourism,tr?i nghi?m thiên nhiên
206,7.05E+18,Câu tôm sông ? Mi?n Tây.,food_drink,câu tôm
207,7.05E+18,Tr? l?i @khoailangthang Ph?n 2 c?a chuy?n du l?ch C?n Th? ch?p nhoáng.,travel_tourism,du l?ch c?n th?
208,7.06E+18,Món ngon mi?t v??n Mi?n Tây #khoailangthang #BMZ,food_drink,món ngon mi?n tây
209,7.05E+18,Xèo xèo xèooo.,entertainment_humor,âm thanh vui
210,7.04E+18,"Chua chua giòn giòn, món ngon Mi?n Tây. #khoailangthang #BMZ",food_drink,món ngon
211,7.04E+18,Ông Khoai hay c??i ?? #khoailangthang #BMZ,entertainment_humor,hài h??c
212,7.03E+18,??c s?n ? ch? ?êm ?ài Loan #amthuc #nauan #dulich #travel #khoailangthang #bentertainment,travel_tourism,ch? ?êm ?ài loan
213,7.04E+18,??c s?n Mi?n Tây ngon l?m. #khoailangthang #BMZ,food_drink,??c s?n mi?n tây
214,7.03E+18,Du thuy?n ngàn sao ? Mi?n Tây #nauan #amthuc #dulich #khoailangthang #bentertainment,travel_tourism,du thuy?n mi?n tây
215,7.00E+18,Du l?ch ?m th?c ?ài Loan cùng Khoai Lang Thang t?p 1. #amthuc #dulich #khoailangthang #bentertainment,travel_tourism,du l?ch ?ài loan
216,7.00E+18,"B?t h?i s?n, ?c leo cây,.. ? r?ng b?n ven bi?n Mi?n Tây #khoailangthang #dulich #haisan #mientay",travel_tourism,tr?i nghi?m mi?n tây
217,7.00E+18,Lúc này là Khoai c?ng u?ng h?i say r?i m?i ng??i ?. #khoailangthang,lifestyle_daily,sinh ho?t cá nhân
218,7.02E+18,Bánh truy?n th?ng 50 n?m ?? l?a ? Mi?n Tây #nauan #amthuc #dulich #khoailangthang #learnontiktok  #bentertainment,food_drink,bánh truy?n th?ng
219,7.00E+18,Du l?ch ?m th?c ?ài Loan cùng Khoai Lang Thang t?p 2. #amthuc #dulich #khoailangthang #bentertainment,travel_tourism,du l?ch ?ài loan
220,7.00E+18,N?u món ngon t? V?p R?ng #learnontiktok #nâun #ancungtiktok #tiktoktravel #khoailangthang #dulich,food_drink,n?u món
221,6.99E+18,Con gì 8 c?ng 2 càng? #khoailangthang,entertainment_humor,?? vui
222,6.96E+18,Tr?i nóng quá nên làm li?u #DauTroc #khoailangthang,entertainment_humor,trò vui
223,6.97E+18,Con nít h?i x?a mê món này l?m #KhoaiLangThang #MienTay #nauan,food_drink,món tu?i th?
224,6.94E+18,"Du l?ch Ngh?a ?àn, Ngh? An cùng Khoai nha. #dulich #tiktoktravel #khoailangthang #emvanhungngayyeu",travel_tourism,du l?ch ngh? an
225,6.94E+18,"Tình ??u nh? c?n sóng l?n, rì rào mãi không nguôi |Em và nh?ng ngày yêu - Khoai Lang Thang 19/03/2021",lifestyle_daily,tâm s? tình c?m
226,6.94E+18,Hát cùng v?i Khoai cho vui nha!,music_dance,hát cùng
227,7.06E+18,Tr? l?i @khoailangthang ph?n 2 món ngon Mi?n Tây,food_drink,món ngon mi?n tây
228,6.89E+18,Qu?ng Tr? ngày m?a. ?i kh?o sát d? án n??c s?ch cho bà con. #khoailangthang,travel_tourism,??a ph??ng qu?ng tr?
229,6.94E+18,Chào t?t c? m?i ng??i. Mình là Khoai.,lifestyle_daily,gi?i thi?u b?n thân
230,6.86E+18,Nghe chút nh?c c?a Khoai nha! #khoailangthang #dalat,music_dance,nghe nh?c
231,6.89E+18,"N?m ng??i ta tr?ng s?n, mình vô hái ??????  #lehoihalloween",food_drink,hái n?m
232,6.81E+18,"Haha, hai cái má bánh bao! #khoailangthang #onhavanvui #smile",entertainment_humor,hài h??c
233,6.82E+18,V? Mi?n Tây v?i Khoai nha! #baynhay #onhavanvui #bentertainment #khoailangthang #foryou #fyp #foryoupage,travel_tourism,v? mi?n tây
234,6.86E+18,M?i ng??i s? ch?n ?áp án ra sao? #khoailangthang #bentertainment,entertainment_humor,câu h?i vui
235,6.84E+18,Sáng bình minh ? Nha Trang #dulich #travel #bentertainment,travel_tourism,bình minh nha trang
236,6.81E+18,?n quá nhi?u món ngon #onhavanvui #khoailangthang #bentertainment #amthuc #grabfromhome,food_drink,?n món ngon
237,6.82E+18,T? c? khoai thành trái dâu tây luôn?? #bentertainment #khoailangthang,entertainment_humor,bi?n hình vui
238,6.82E+18,Bay mu?n lòi hai con m?t ??  #ruoiduky #onhavanvui #bentertainment #khoailangthang,entertainment_humor,trò vui
239,6.86E+18,?ôi lúc say khi?n ta nh? da di?t m?i tình ?ã qua. #khoailangthang #dichchuyentucthoi,lifestyle_daily,tâm s?
240,6.81E+18,N?i ?ây phong c?nh h?u tình. Có chàng trai ??ng m?t mình b? hâm.?? #aprilfools #khoailangthang #bentertainment,entertainment_humor,hài april fools
241,6.81E+18,T? th?y mình xàm luôn ?? #onhavanvui #hattocbienhinh #khoailangthang,entertainment_humor,t? trêu
242,6.81E+18,???c th? tim s? vui l?m ??.  #gametaungam #onhavanvui #khoailangthang,entertainment_humor,kêu g?i vui
243,7.00E+18,Hù #khoailangthang,entertainment_humor,hù d?a
244,6.77E+18,Có ai l? cu?i n?m ? nhà nh? Khoai không? #khoailangthang,lifestyle_daily,??i s?ng
245,6.81E+18,Mi?n Tây ??p bình yên quá. #khoailangthang #tiktoktravel #travel #dulich,travel_tourism,phong c?nh mi?n tây
246,6.81E+18,Mình gi?n b?n luônnn #babylook #khoailangthang,entertainment_humor,bi?u c?m vui
247,6.77E+18,"Khoai ""mu?n yêu th?t lâu m?t ng??i"" mà sao khó quá ch?ng ??. M?y anh em l?y l?i quá mà. @??c Anh ??  #khoailangthang",lifestyle_daily,tâm s? tình c?m
248,7.07E+18,Tr? l?i @khoailangthang  Ph?n 2: ch? bi?n ba khía thành nhi?u món ?n ngon ? Mi?n Tây #khoailangthang,food_drink,ch? bi?n ba khía
249,6.81E+18,L?n ??u Khoai chài l??i. Haha #khoailangthang #tiktoktravel #travel #dulich,travel_tourism,tr?i nghi?m mi?n tây
250,6.77E+18,Khoai Lang Thang g?i l?i chúc #giangsinh2019 t?i mng nè!!! M?i ng??i ?n Follow kênh chính ch? c?a Khoai nha ?? #khoailangthang #tiktokvietnam,lifestyle_daily,l?i chúc
251,6.81E+18,M?i ng??i ?ã t?ng hái ?u ch?a? C?c nh?ng mà vui l?m. #khoailangthang #tiktoktravel #travel #tiktokvietnam,travel_tourism,"hái ?u, travel"
252,6.73E+18,?i du l?ch nào #khoailangthang #tiktoktravel  #sapa,travel_tourism,"du l?ch, Sapa"
253,6.81E+18,Bánh Khoai làm ??p th?y ghê hông! #khoailangthang #tiktoktravel #dulich #food #travel,food_drink,"bánh, food"
254,7.04E+18,Du l?ch v?y c?ng vui #khoailangthang #dulich #travel #tiktoktravel #bentertainment,travel_tourism,du l?ch
255,6.73E+18,M?y b?n nói con ??p trai #khoailangthang #fun #justforfun #funny,entertainment_humor,"funny, fun"
256,6.73E+18,?u ??a ?u ??a #khoailangthang  #diduduadi #tiktoktravel,entertainment_humor,trò vui
257,6.73E+18,"Haha, làm trò mèo.  #khoailangthang #justforfun #fun",entertainment_humor,"haha, fun"
258,6.71E+18,Khoai heo m?t leo nheo #thaydoinhansac #khoailangthang,entertainment_humor,hình ?nh vui
259,6.73E+18,Du l?ch cùng Khoai nha. #tiktoktravel #travel #khoailangthang #trip #dulich,travel_tourism,du l?ch
260,6.94E+18,Siêu nhân Khoai bi?n hình. #khoailangthang #somitrang #emvanhungngayyeu,entertainment_humor,bi?n hình
261,6.81E+18,Thèm ?i du l?ch. Nh?ng vì d?ch nên quy?t tâm ? nhà. #9laminh #khoailangthang #tiktokvietnam,lifestyle_daily,"? nhà, tâm s?"
262,6.94E+18,Khoai v? hành tinh c?a Khoai ?ây.  #UFOSky #khoailangthang #emvanhungngayyeu,entertainment_humor,gi? t??ng
263,7.46E+18,H?i th?t m?y m? b?m có ?úng ko ??,lifestyle_daily,m? b?m
264,7.29E+18,"Happy birthday to me ???? !! Xin ??ng quan tâm ??n con s?. Ch? s? là ?? t??ng tr?ng thui, không có ? ngh?a mng ?i ?????? #xuhuong #xuhuongtiktok #Sam #happybirthdaytome",lifestyle_daily,sinh nh?t
265,7.22E+18,??i hình nh?y này m?nh quá ?? Không m?t nh?p th?a ??  #xuhuong #xuhuongtiktok #fyp #jisoo #flower  #jisooflower,music_dance,"nh?y, dance"
266,7.57E+18,T?m tu?i này là e c?ng full option lun ??,lifestyle_daily,tâm s?
267,7.57E+18,"??n r?i c? nhà ?i, Sa.le l?n cu?i n?m c?a d'Alba, v?n de.al h?i ch? có trên phiên Li.ve c?a Sam, ngày 20/11 t? 19h ??n 23h nha #SuperBrandFestival #TiecDealXinh #dalba #livestreamdocquyen",business_marketing,"sale, livestream"
268,7.57E+18,@Phát La ch? ch?p c?ng ???c mà. Ch? là ch? nhép tr?t nh?p thôi ?? #trending #sam,entertainment_humor,trêu vui
269,7.57E+18,Ch?c không có lu?t nào c?m tui hát ?âu há ??,music_dance,hát
270,7.57E+18,Nh? anh camera quay khúc trên thôi ??ng quay khúc d??i giúp Sam nha ??,entertainment_humor,hài
271,7.57E+18,?a 500K kìa ! B?t ng? ch?a ??????,entertainment_humor,b?t ng?
272,7.57E+18,Ng??i quay: m?t Ng??i xem: ch?ng m?t ?????? #sam #megalive #trending,entertainment_humor,hài
273,7.57E+18,??i này mà h?p l?i v?i nhau ta nói cái phiên 15 này ch?c ít ?n l?m ??????  #CapCut,entertainment_humor,vui nhóm
274,7.57E+18,"Sam v?a “sketch” xong mood m?i, mí bà thì sao? B?t Shopee Live 11h ngày 14/11 t?i @Sam.ngg ?? t?i mình cùng qu?y nha ??? #3CE #3CEVN #SonSapMau",beauty_fashion,"makeup, son"
275,7.57E+18,Quà ?ã chu?n b? s?n sàng ch? ??i m?y bà rinh v? thôi ! ?? #sam #megalive,business_marketing,"quà, megalive"
276,7.57E+18,Chu?n b? tinh th?n bung xoã cùng Sam trên Shopee Live vào 10H ngày 15.11 nè c? nhà ?i!!! #ShopeeLive #SocialElite #OnGioiDealDayRoi #sam,business_marketing,shopee live
277,7.57E+18,Nhìn l?i clip h?ng tin ?ây là tui luôn á ?? #sam,lifestyle_daily,c?m xúc cá nhân
278,7.57E+18,Top Deals m?y bà nên s?n trong MegaLive 15/11 này ?? #megalive #sam,business_marketing,"deal, sale"
279,7.57E+18,Nó vô tri mà nó h?p v?i nhóm em ??,entertainment_humor,vui
280,7.57E+18,N? t?ng tài Sam ?ây mà ?ã lên ti?ng thì ch? có deal c?c h?i tr? lên thôi ?úng không m?y bà,business_marketing,deal
281,7.57E+18,"Tháng 11 ??n r?i, mùa sale kh?ng chính th?c m? màn, và Sam thì t?t nhiên không th? ??ng ngoài cu?c!",business_marketing,"sale, livestream"
282,7.57E+18,Em thì l?c vào khu r?ng cây ?????? #sam,lifestyle_daily,??i s?ng
283,7.57E+18,Công chúa tuy?t ??????,beauty_fashion,phong cách
284,7.57E+18,Th?i bánh kem m?ng sinh nh?t 18 tu?i ???? #sam,lifestyle_daily,sinh nh?t
285,7.57E+18,Em c?ng d? th??ng ??,lifestyle_daily,c?m xúc
286,7.56E+18,Ch? c?n mình không m?c c? là ???c ??,entertainment_humor,hài
287,7.56E+18,Nghe c?ng ?úng ! ?? #trendingvideo #sam,entertainment_humor,trending
288,7.56E+18,V? k? không ai tin ??@Huy?n Baby @Hanh Sino,entertainment_humor,chuy?n vui
289,7.56E+18,Ch? ng?i yên ?? em ch? ch? ?i ??,entertainment_humor,hài
290,7.56E+18,Là s??ng s??ng d? ch?a bà ????,entertainment_humor,hài
291,7.56E+18,TOP DEAL HOT m?y bà nên s?n trong MegaLive ? 11H - 15/10 này ??,business_marketing,top deal
292,7.56E+18,M?i c? ?oàn mình t? v? tr? v? l?i Shopee Live cùng Sam nha,business_marketing,shopee live
293,7.56E+18,Vào lúc 11H ngày 15/10 Trên ShopeeLive,business_marketing,livestream
294,7.56E+18,"Halloween tháng 10 này, m?i ng??i ?ã bi?t s? hoá thân thành gì ch?a?",business_marketing,promo live
295,7.57E+18,?êm tháng 5 ch?a n?m ?ã sáng Ngày tháng 11 dù có t?i thì c?ng ?ã có Sam ? ?ây,business_marketing,sale
296,7.56E+18,Th?t ra xinh ??p không quá khó Ch? c?n mình bi?t ch?nh ?nh là xong ??,beauty_fashion,làm ??p
297,7.56E+18,Con c?m ?n T? Ngh? ?? ????,lifestyle_daily,cá nhân
298,7.55E+18,S? h?u ???c Yuri xanh mint thì ?úng là s? h?u ???c Kho báu c? nhà iu ?i ?????? #megalive #trending #sam #tingoanstore,business_marketing,"s?n ph?m, sale"
299,7.55E+18,?aaa ? H?i nh? m? mà m? hong t?i ?? #sam #trending #megalive #trungthu,entertainment_humor,hài
300,7.55E+18,Trong ?nh có “iem” ?? ?? #sam #trending,entertainment_humor,vui
301,7.55E+18,Mùa tr?ng này không th? thi?u bánh c?ng ch?ng th? thi?u mã gi?m giá trong phiên live c?a tui. M?y bà ??t l?ch vô live s?n deal r? ??c quy?n nhaaa!!!,business_marketing,"voucher, livestream"
302,7.55E+18,? Vào lúc 11H ngày 25.9 ?? #QUÀ_T?NG ??C QUY?N DÀNH CHO KHÁCH HÀNG MUA HÀNG TRÊN LIVESTREAM. T?ng tr? giá lên ??n 80 TRI?U ??ng ??,business_marketing,"quà t?ng, livestream"
303,7.55E+18,B?c Thang lên h?i Deal H?i... mu?n s?n deal x?n thì tìm ? ?âu?,business_marketing,"deal, shopeelive"
304,7.55E+18,Hên l?m m?i g?p ???c chú ?? @C?u B?y Qu?n 3 ??,entertainment_humor,g?p g? vui
305,7.55E+18,Ch? iu ??ng ph? lòng em nha ??,lifestyle_daily,tâm s?
306,7.55E+18,?? BÓI LINH - DEAL X?N ??,business_marketing,"voucher, lazada"
307,7.54E+18,M?i l?n ?i ?âu ki?u ??,lifestyle_daily,c?m xúc
308,7.54E+18,N?u ni?m t? hào có màu s?c Thì ?ó s? là màu c?a lá c? ?? sao vàng ????,news_commentary,yêu n??c
309,7.54E+18,"Khúc ??u lung linh, xem MV xong khóc trôi makeup. Chúc m?ng bé Hoà ?ã có m?t s?n ph?m r?t ? ngh?a ??????????????",music_dance,"MV, âm nh?c"
310,7.54E+18,Lâu ngày g?p l?i ch? em. Sao mà ngày càng xink v?y chòi ??,lifestyle_daily,g?p g?
311,7.54E+18,Nói ra h?ng ai tin,entertainment_humor,hài nh?
312,7.54E+18,N?u l??t trúng bài vi?t này thì… v? tr? ?ang g?i tín hi?u cho bà ?ó ?,business_marketing,"voucher, shopeelive"
313,7.54E+18,V? tr? ?i! N?u mu?n Sam s?n sale thì hãy cho Sam m?t tín hi?u ???,business_marketing,s?n sale
314,7.54E+18,"C? nhà dô minh oan cho em, em hát c?ng c?ng mà sao nh? em b?t em may thi?t v?y ??",music_dance,hát vui
315,7.54E+18,Em h?i mù quáng tí ??,lifestyle_daily,tâm tr?ng
316,7.53E+18,Bé Sam matcha latte ??,beauty_fashion,"outfit, fashion"
317,7.53E+18,C?p nh?t t? v?ng m?i các mom ?i ??,education_howto,t? v?ng
318,7.53E+18,Hôm b?a ch?y b? bà nào nói tui ch?a quy?t tâm !!,sports_fitness,ch?y b?
319,7.53E+18,Tui xém thành ng??i t?i c? ??,entertainment_humor,hài
320,7.53E+18,Kh?i ??ng ??u ngày v?i “?iuuu” ngon lành cành ?àoo ??,beauty_fashion,outfit
321,7.53E+18,Yêu là ?au th??ng là muaaa ??,beauty_fashion,mua ??
322,7.53E+18,,other,không n?i dung
323,7.53E+18,?o?n k?t c?a Thanh xuân ??,lifestyle_daily,tâm s?
324,7.53E+18,Thanh xuân b?n có b? l? ai không,lifestyle_daily,tâm s?
325,7.53E+18,Ê ?úng nha ??,entertainment_humor,ph?n ?ng
326,7.53E+18,Khi dc h?i sao không bao gi? th?y tôi bu?n h?t ??,lifestyle_daily,c?m xúc
327,7.52E+18,Ai ai ai,entertainment_humor,vui
328,7.52E+18,"Khách m?i c? này, m?y bà bi?t D.eal c? nào r?i ?ó ??????",business_marketing,"khách m?i, deal"
329,7.52E+18,Bà nói thi?t h? bà Th? ??,entertainment_humor,??i tho?i
330,7.52E+18,"N? tính ?i?u ?à xíu hoi, ch? tui chút nha bà! ????",business_marketing,"livestream, voucher"
331,7.52E+18,"G?n m?c thì ?en, g?n 2 con thì th? giãn ??",lifestyle_daily,gia ?ình
332,7.52E+18,Sam làm gì mà ph?i c?u xin ông th?n “vành môi” v?y ta? ??,business_marketing,shopeelive
333,7.52E+18,2 ??a con kh? nh?t th? gi?i ??,lifestyle_daily,con cái
334,7.52E+18,Cu?i tu?n bé mu?n ?i ch?i ??,lifestyle_daily,?i ch?i
335,7.52E+18,Ko có dt sao h? h? dc ?????,entertainment_humor,hài
336,7.52E+18,L?n này mình ph?i quy?t tâm ????????????????????,sports_fitness,quy?t tâm t?p
337,7.52E+18,Gi? ng? ??n r?i ????,lifestyle_daily,sinh ho?t
338,7.52E+18,Giá này nói không ai tin ??????,business_marketing,giá s?c
339,7.52E+18,??i h?i 99 cành cùng TINGOAN?? lênnnnnnnnnnn,business_marketing,sale
340,7.52E+18,N?u b?n s?n ???c 3 áo v?i giá này thì b?n th?ng ????????,business_marketing,s?n deal
341,7.52E+18,?? hay ??,beauty_fashion,túi xách
342,7.52E+18,Cái gì nhà Barbie c?ng có ? ??????,beauty_fashion,phong cách
343,7.52E+18,Barbie mu?n ?i x?p xình ??,music_dance,nh?y
344,7.52E+18,Ai nhìn cái là tay chân l?ng c?ng li?n ??,entertainment_humor,hài
345,7.52E+18,R?t nhi?u deal h?i siêu x?n trong megalive c?a Sam ?ó,business_marketing,deal
346,7.52E+18,Ngày ?ó anh ng? ch? là .... m?i ng??i vào megalive ch?i v?i t?i tui nha m?y bà ?i,business_marketing,megalive
347,7.52E+18,,other,không n?i dung
348,7.51E+18,Các mom th?y ?ó ??,lifestyle_daily,c?m xúc
349,7.51E+18,Em xinh ??,lifestyle_daily,t? s?
350,7.51E+18,S?C NÀO C?NG GU - DEAL NÀO C?NG ??,business_marketing,"voucher, livestream"
351,7.51E+18,"15/6 này, Sam s? b?t mí cách ?? b?n t? tin t?a sáng – ?úng gu, ?úng ch?t, ?úng #deal ! ??",business_marketing,shopeelive
352,7.51E+18,Ng??i khôn ?n nói n?a ch?ng ??,entertainment_humor,câu nói vui
353,7.51E+18,Hôm này th? 6 ngày 6 tháng 6 ??,lifestyle_daily,??i s?ng
354,7.51E+18,Hôm nay 2 c?c vàng ??i náo ch? m? Sam làm nè ??,lifestyle_daily,con cái
355,7.51E+18,Khoe dàn Khách m?i trai xinh gái ??p c?a em ??,business_marketing,lazada sale
356,7.51E+18,M?y bà gi?ng tui hông ??,lifestyle_daily,tâm s?
357,7.51E+18,NG?I GÌ MÀ KHÔNG CH?T! SIÊU H?I LIVESTREAM 06.06 CÙNG SAM TRÊN LAZADA,business_marketing,livestream sale
358,7.51E+18,Con trai và con gái khi ?i du l?ch ??,travel_tourism,du l?ch
359,7.51E+18,Hai ??a có v? ko hài lòng v? v? ??o c?a M? ????,music_dance,v? ??o
360,7.51E+18,Bata gi? cute quá d? ????,beauty_fashion,giày
361,7.51E+18,Ng?t ??????????,entertainment_humor,ph?n ?ng
362,7.51E+18,M?y bà xì tai nào ??,beauty_fashion,style
363,7.51E+18,Thân ph?n l?n này ?? wow ch?a m?y bà ??????,business_marketing,livestream
364,7.50E+18,Gà rán c?a quán nào vào nh?n dùm e ??. Làm ch? em e r?n n?c tình c?m quá ??,food_drink,gà rán
365,7.50E+18,Em ??ng nh?m ng??i gòi ó ??,entertainment_humor,hài
366,7.50E+18,? ?ây có game công chúa thay ?? ??????,entertainment_humor,game vui
367,7.50E+18,2 khách m?i ??c bi?t Kim Chi và C?i Th?o ?ã có m?t t?i Megalive Cô Th?m V? Làng ??,business_marketing,khách m?i
368,7.50E+18,Chào m?ng anh gu?c và em gái Hà Thu ??n v?i megalive c?a Sam ??,business_marketing,megalive
369,7.50E+18,Em nh?c a gu?c không có ??p mu?i khúc này nha ????,entertainment_humor,trêu ?ùa
370,7.50E+18,? ??i ??ng có tin ai nha ??,lifestyle_daily,tâm s?
371,7.50E+18,,other,không n?i dung
372,7.50E+18,Ch? là tình c? thôi ??,lifestyle_daily,tâm tr?ng
373,7.50E+18,Cách ch?i và th? l? trong t?ng ?nh luôn nhe m?y bà,business_marketing,"th? l?, livestream"
374,7.50E+18,VOUCHER LÊN ??N 25%,business_marketing,voucher
375,7.50E+18,M? mu?n các con bi?t yêu T? qu?c yêu Vi?t Nam ????????,news_commentary,yêu n??c
376,7.50E+18,Ai giúp tôi v?i ??,lifestyle_daily,kêu c?u
377,7.50E+18,12H00 ngày 04.05 | SHOPEELIVE “CÔ TH?M V? LÀNG - TUNG DEAL R?N RÀNG”,business_marketing,shopeelive
378,7.50E+18,Ningning làm tui s?c ??????,entertainment_humor,b?t ng?
